Cancer id,Cancer label,Population id,Country label,Sex,Type,Year,ASR (World),Crude rate,Cumulative risk,Total
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_48_112_156_352_356_474_630_634_764_792_800_8260_8261,"Argentina; Australia; Austria; Bahrain; Belarus; Canada; Chile; China; Colombia; Costa Rica; Croatia; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Germany; Iceland; India; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Latvia; Lithuania; Malta; France, Martinique; The Netherlands; New Zealand; Norway; Philippines; Poland; Puerto Rico; Qatar; Slovenia; Spain; Sweden; Switzerland; Thailand; TÃ¼rkiye; Uganda; UK, England; UK, Wales; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black",2,0,2005,310.690368,339.7893296,18.22363214,449467
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_48_112_156_352_356_474_630_634_764_792_800_8260_8261,"Argentina; Australia; Austria; Bahrain; Belarus; Canada; Chile; China; Colombia; Costa Rica; Croatia; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Germany; Iceland; India; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Latvia; Lithuania; Malta; France, Martinique; The Netherlands; New Zealand; Norway; Philippines; Poland; Puerto Rico; Qatar; Slovenia; Spain; Sweden; Switzerland; Thailand; TÃ¼rkiye; Uganda; UK, England; UK, Wales; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black",2,0,2006,314.9044625,346.7210383,18.42594409,463654
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_48_112_156_352_356_474_630_634_764_792_800_8260_8261,"Argentina; Australia; Austria; Bahrain; Belarus; Canada; Chile; China; Colombia; Costa Rica; Croatia; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Germany; Iceland; India; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Latvia; Lithuania; Malta; France, Martinique; The Netherlands; New Zealand; Norway; Philippines; Poland; Puerto Rico; Qatar; Slovenia; Spain; Sweden; Switzerland; Thailand; TÃ¼rkiye; Uganda; UK, England; UK, Wales; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black",2,0,2007,320.6739577,356.2121227,18.733439,481232
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_48_112_156_352_356_474_630_634_764_792_800_8260_8261,"Argentina; Australia; Austria; Bahrain; Belarus; Canada; Chile; China; Colombia; Costa Rica; Croatia; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Germany; Iceland; India; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Latvia; Lithuania; Malta; France, Martinique; The Netherlands; New Zealand; Norway; Philippines; Poland; Puerto Rico; Qatar; Slovenia; Spain; Sweden; Switzerland; Thailand; TÃ¼rkiye; Uganda; UK, England; UK, Wales; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black",2,0,2008,327.9274114,367.2513917,19.0688164,501461
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_48_112_156_352_356_474_630_634_764_792_800_8260_8261,"Argentina; Australia; Austria; Bahrain; Belarus; Canada; Chile; China; Colombia; Costa Rica; Croatia; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Germany; Iceland; India; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Latvia; Lithuania; Malta; France, Martinique; The Netherlands; New Zealand; Norway; Philippines; Poland; Puerto Rico; Qatar; Slovenia; Spain; Sweden; Switzerland; Thailand; TÃ¼rkiye; Uganda; UK, England; UK, Wales; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black",2,0,2009,333.04007,375.7716284,19.31919001,518404
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_48_112_156_352_356_474_630_634_764_792_800_8260_8261,"Argentina; Australia; Austria; Bahrain; Belarus; Canada; Chile; China; Colombia; Costa Rica; Croatia; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Germany; Iceland; India; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Latvia; Lithuania; Malta; France, Martinique; The Netherlands; New Zealand; Norway; Philippines; Poland; Puerto Rico; Qatar; Slovenia; Spain; Sweden; Switzerland; Thailand; TÃ¼rkiye; Uganda; UK, England; UK, Wales; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black",2,0,2010,335.5388418,381.4550699,19.42794023,531020
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_48_112_156_352_356_474_630_634_764_792_800_8260_8261,"Argentina; Australia; Austria; Bahrain; Belarus; Canada; Chile; China; Colombia; Costa Rica; Croatia; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Germany; Iceland; India; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Latvia; Lithuania; Malta; France, Martinique; The Netherlands; New Zealand; Norway; Philippines; Poland; Puerto Rico; Qatar; Slovenia; Spain; Sweden; Switzerland; Thailand; TÃ¼rkiye; Uganda; UK, England; UK, Wales; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black",2,0,2011,341.965711,392.4275706,19.72948555,549082
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_48_112_156_352_356_474_630_634_764_792_800_8260_8261,"Argentina; Australia; Austria; Bahrain; Belarus; Canada; Chile; China; Colombia; Costa Rica; Croatia; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Germany; Iceland; India; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Latvia; Lithuania; Malta; France, Martinique; The Netherlands; New Zealand; Norway; Philippines; Poland; Puerto Rico; Qatar; Slovenia; Spain; Sweden; Switzerland; Thailand; TÃ¼rkiye; Uganda; UK, England; UK, Wales; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black",2,0,2012,342.0521363,395.7050193,19.72863405,558190
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_48_112_156_352_356_474_630_634_764_792_800_8260_8261,"Argentina; Australia; Austria; Bahrain; Belarus; Canada; Chile; China; Colombia; Costa Rica; Croatia; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Germany; Iceland; India; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Latvia; Lithuania; Malta; France, Martinique; The Netherlands; New Zealand; Norway; Philippines; Poland; Puerto Rico; Qatar; Slovenia; Spain; Sweden; Switzerland; Thailand; TÃ¼rkiye; Uganda; UK, England; UK, Wales; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black",2,0,2013,348.6397449,406.6579833,20.06348735,576684
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_48_112_156_352_356_474_630_634_764_792_800_8260_8261,"Argentina; Australia; Austria; Bahrain; Belarus; Canada; Chile; China; Colombia; Costa Rica; Croatia; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Germany; Iceland; India; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Latvia; Lithuania; Malta; France, Martinique; The Netherlands; New Zealand; Norway; Philippines; Poland; Puerto Rico; Qatar; Slovenia; Spain; Sweden; Switzerland; Thailand; TÃ¼rkiye; Uganda; UK, England; UK, Wales; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black",2,0,2014,344.8481473,405.6309304,19.90832752,579182
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_48_112_156_352_356_474_630_634_764_792_800_8260_8261,"Argentina; Australia; Austria; Bahrain; Belarus; Canada; Chile; China; Colombia; Costa Rica; Croatia; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Germany; Iceland; India; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Latvia; Lithuania; Malta; France, Martinique; The Netherlands; New Zealand; Norway; Philippines; Poland; Puerto Rico; Qatar; Slovenia; Spain; Sweden; Switzerland; Thailand; TÃ¼rkiye; Uganda; UK, England; UK, Wales; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black",2,0,2015,341.0612986,405.0470459,19.73876765,582531
